STATISTIC Label,year,month,Selected Base Reference Period,UNIT,VALUE
Consumer Price Index,1948,February,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,February,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,February,Base August 1953=100,Base = 100,
Consumer Price Index,1948,February,Base November 1968=100,Base = 100,
Consumer Price Index,1948,February,Base November 1975=100,Base = 100,
Consumer Price Index,1948,February,Base November 1982=100,Base = 100,
Consumer Price Index,1948,February,Base November 1989=100,Base = 100,
Consumer Price Index,1948,February,Base November 1996=100,Base = 100,
Consumer Price Index,1948,February,Base December 2001=100,Base = 100,
Consumer Price Index,1948,February,Base December 2006=100,Base = 100,
Consumer Price Index,1948,February,Base December 2011=100,Base = 100,
Consumer Price Index,1948,February,Base December 2016=100,Base = 100,
Consumer Price Index,1948,February,Base December 2023=100,Base = 100,
Consumer Price Index,1948,March,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,March,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,March,Base August 1953=100,Base = 100,
Consumer Price Index,1948,March,Base November 1968=100,Base = 100,
Consumer Price Index,1948,March,Base November 1975=100,Base = 100,
Consumer Price Index,1948,March,Base November 1982=100,Base = 100,
Consumer Price Index,1948,March,Base November 1989=100,Base = 100,
Consumer Price Index,1948,March,Base November 1996=100,Base = 100,
Consumer Price Index,1948,March,Base December 2001=100,Base = 100,
Consumer Price Index,1948,March,Base December 2006=100,Base = 100,
Consumer Price Index,1948,March,Base December 2011=100,Base = 100,
Consumer Price Index,1948,March,Base December 2016=100,Base = 100,
Consumer Price Index,1948,March,Base December 2023=100,Base = 100,
Consumer Price Index,1948,April,Base July 1914=100,Base = 100,319
Consumer Price Index,1948,April,Base August 1947=100,Base = 100,100
Consumer Price Index,1948,April,Base August 1953=100,Base = 100,
Consumer Price Index,1948,April,Base November 1968=100,Base = 100,
Consumer Price Index,1948,April,Base November 1975=100,Base = 100,
Consumer Price Index,1948,April,Base November 1982=100,Base = 100,
Consumer Price Index,1948,April,Base November 1989=100,Base = 100,
Consumer Price Index,1948,April,Base November 1996=100,Base = 100,
Consumer Price Index,1948,April,Base December 2001=100,Base = 100,
Consumer Price Index,1948,April,Base December 2006=100,Base = 100,
Consumer Price Index,1948,April,Base December 2011=100,Base = 100,
Consumer Price Index,1948,April,Base December 2016=100,Base = 100,
Consumer Price Index,1948,April,Base December 2023=100,Base = 100,
Consumer Price Index,1948,May,Base July 1914=100,Base = 100,319
Consumer Price Index,1948,May,Base August 1947=100,Base = 100,100
Consumer Price Index,1948,May,Base August 1953=100,Base = 100,
Consumer Price Index,1948,May,Base November 1968=100,Base = 100,
Consumer Price Index,1948,May,Base November 1975=100,Base = 100,
Consumer Price Index,1948,May,Base November 1982=100,Base = 100,
Consumer Price Index,1948,May,Base November 1989=100,Base = 100,
Consumer Price Index,1948,May,Base November 1996=100,Base = 100,
Consumer Price Index,1948,May,Base December 2001=100,Base = 100,
Consumer Price Index,1948,May,Base December 2006=100,Base = 100,
Consumer Price Index,1948,May,Base December 2011=100,Base = 100,
Consumer Price Index,1948,May,Base December 2016=100,Base = 100,
Consumer Price Index,1948,May,Base December 2023=100,Base = 100,
Consumer Price Index,1948,June,Base July 1914=100,Base = 100,319
Consumer Price Index,1948,June,Base August 1947=100,Base = 100,100
Consumer Price Index,1948,June,Base August 1953=100,Base = 100,
Consumer Price Index,1948,June,Base November 1968=100,Base = 100,
Consumer Price Index,1948,June,Base November 1975=100,Base = 100,
Consumer Price Index,1948,June,Base November 1982=100,Base = 100,
Consumer Price Index,1948,June,Base November 1989=100,Base = 100,
Consumer Price Index,1948,June,Base November 1996=100,Base = 100,
Consumer Price Index,1948,June,Base December 2001=100,Base = 100,
Consumer Price Index,1948,June,Base December 2006=100,Base = 100,
Consumer Price Index,1948,June,Base December 2011=100,Base = 100,
Consumer Price Index,1948,June,Base December 2016=100,Base = 100,
Consumer Price Index,1948,June,Base December 2023=100,Base = 100,
Consumer Price Index,1948,July,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,July,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,July,Base August 1953=100,Base = 100,
Consumer Price Index,1948,July,Base November 1968=100,Base = 100,
Consumer Price Index,1948,July,Base November 1975=100,Base = 100,
Consumer Price Index,1948,July,Base November 1982=100,Base = 100,
Consumer Price Index,1948,July,Base November 1989=100,Base = 100,
Consumer Price Index,1948,July,Base November 1996=100,Base = 100,
Consumer Price Index,1948,July,Base December 2001=100,Base = 100,
Consumer Price Index,1948,July,Base December 2006=100,Base = 100,
Consumer Price Index,1948,July,Base December 2011=100,Base = 100,
Consumer Price Index,1948,July,Base December 2016=100,Base = 100,
Consumer Price Index,1948,July,Base December 2023=100,Base = 100,
Consumer Price Index,1948,August,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,August,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,August,Base August 1953=100,Base = 100,
Consumer Price Index,1948,August,Base November 1968=100,Base = 100,
Consumer Price Index,1948,August,Base November 1975=100,Base = 100,
Consumer Price Index,1948,August,Base November 1982=100,Base = 100,
Consumer Price Index,1948,August,Base November 1989=100,Base = 100,
Consumer Price Index,1948,August,Base November 1996=100,Base = 100,
Consumer Price Index,1948,August,Base December 2001=100,Base = 100,
Consumer Price Index,1948,August,Base December 2006=100,Base = 100,
Consumer Price Index,1948,August,Base December 2011=100,Base = 100,
Consumer Price Index,1948,August,Base December 2016=100,Base = 100,
Consumer Price Index,1948,August,Base December 2023=100,Base = 100,
Consumer Price Index,1948,September,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,September,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,September,Base August 1953=100,Base = 100,
Consumer Price Index,1948,September,Base November 1968=100,Base = 100,
Consumer Price Index,1948,September,Base November 1975=100,Base = 100,
Consumer Price Index,1948,September,Base November 1982=100,Base = 100,
Consumer Price Index,1948,September,Base November 1989=100,Base = 100,
Consumer Price Index,1948,September,Base November 1996=100,Base = 100,
Consumer Price Index,1948,September,Base December 2001=100,Base = 100,
Consumer Price Index,1948,September,Base December 2006=100,Base = 100,
Consumer Price Index,1948,September,Base December 2011=100,Base = 100,
Consumer Price Index,1948,September,Base December 2016=100,Base = 100,
Consumer Price Index,1948,September,Base December 2023=100,Base = 100,
Consumer Price Index,1948,October,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,October,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,October,Base August 1953=100,Base = 100,
Consumer Price Index,1948,October,Base November 1968=100,Base = 100,
Consumer Price Index,1948,October,Base November 1975=100,Base = 100,
Consumer Price Index,1948,October,Base November 1982=100,Base = 100,
Consumer Price Index,1948,October,Base November 1989=100,Base = 100,
Consumer Price Index,1948,October,Base November 1996=100,Base = 100,
Consumer Price Index,1948,October,Base December 2001=100,Base = 100,
Consumer Price Index,1948,October,Base December 2006=100,Base = 100,
Consumer Price Index,1948,October,Base December 2011=100,Base = 100,
Consumer Price Index,1948,October,Base December 2016=100,Base = 100,
Consumer Price Index,1948,October,Base December 2023=100,Base = 100,
Consumer Price Index,1948,November,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,November,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,November,Base August 1953=100,Base = 100,
Consumer Price Index,1948,November,Base November 1968=100,Base = 100,
Consumer Price Index,1948,November,Base November 1975=100,Base = 100,
Consumer Price Index,1948,November,Base November 1982=100,Base = 100,
Consumer Price Index,1948,November,Base November 1989=100,Base = 100,
Consumer Price Index,1948,November,Base November 1996=100,Base = 100,
Consumer Price Index,1948,November,Base December 2001=100,Base = 100,
Consumer Price Index,1948,November,Base December 2006=100,Base = 100,
Consumer Price Index,1948,November,Base December 2011=100,Base = 100,
Consumer Price Index,1948,November,Base December 2016=100,Base = 100,
Consumer Price Index,1948,November,Base December 2023=100,Base = 100,
Consumer Price Index,1948,December,Base July 1914=100,Base = 100,316
Consumer Price Index,1948,December,Base August 1947=100,Base = 100,99
Consumer Price Index,1948,December,Base August 1953=100,Base = 100,
Consumer Price Index,1948,December,Base November 1968=100,Base = 100,
Consumer Price Index,1948,December,Base November 1975=100,Base = 100,
Consumer Price Index,1948,December,Base November 1982=100,Base = 100,
Consumer Price Index,1948,December,Base November 1989=100,Base = 100,
Consumer Price Index,1948,December,Base November 1996=100,Base = 100,
Consumer Price Index,1948,December,Base December 2001=100,Base = 100,
Consumer Price Index,1948,December,Base December 2006=100,Base = 100,
Consumer Price Index,1948,December,Base December 2011=100,Base = 100,
Consumer Price Index,1948,December,Base December 2016=100,Base = 100,
Consumer Price Index,1948,December,Base December 2023=100,Base = 100,
Consumer Price Index,1949,January,Base July 1914=100,Base = 100,316
Consumer Price Index,1949,January,Base August 1947=100,Base = 100,99
Consumer Price Index,1949,January,Base August 1953=100,Base = 100,
Consumer Price Index,1949,January,Base November 1968=100,Base = 100,
Consumer Price Index,1949,January,Base November 1975=100,Base = 100,
Consumer Price Index,1949,January,Base November 1982=100,Base = 100,
Consumer Price Index,1949,January,Base November 1989=100,Base = 100,
Consumer Price Index,1949,January,Base November 1996=100,Base = 100,
Consumer Price Index,1949,January,Base December 2001=100,Base = 100,
Consumer Price Index,1949,January,Base December 2006=100,Base = 100,
Consumer Price Index,1949,January,Base December 2011=100,Base = 100,
Consumer Price Index,1949,January,Base December 2016=100,Base = 100,
Consumer Price Index,1949,January,Base December 2023=100,Base = 100,
Consumer Price Index,1949,February,Base July 1914=100,Base = 100,316
Consumer Price Index,1949,February,Base August 1947=100,Base = 100,99
Consumer Price Index,1949,February,Base August 1953=100,Base = 100,
Consumer Price Index,1949,February,Base November 1968=100,Base = 100,
Consumer Price Index,1949,February,Base November 1975=100,Base = 100,
Consumer Price Index,1949,February,Base November 1982=100,Base = 100,
Consumer Price Index,1949,February,Base November 1989=100,Base = 100,
Consumer Price Index,1949,February,Base November 1996=100,Base = 100,
Consumer Price Index,1949,February,Base December 2001=100,Base = 100,
Consumer Price Index,1949,February,Base December 2006=100,Base = 100,
Consumer Price Index,1949,February,Base December 2011=100,Base = 100,
Consumer Price Index,1949,February,Base December 2016=100,Base = 100,
Consumer Price Index,1949,February,Base December 2023=100,Base = 100,
Consumer Price Index,1949,March,Base July 1914=100,Base = 100,316
Consumer Price Index,1949,March,Base August 1947=100,Base = 100,99
Consumer Price Index,1949,March,Base August 1953=100,Base = 100,
Consumer Price Index,1949,March,Base November 1968=100,Base = 100,
Consumer Price Index,1949,March,Base November 1975=100,Base = 100,
Consumer Price Index,1949,March,Base November 1982=100,Base = 100,
Consumer Price Index,1949,March,Base November 1989=100,Base = 100,
Consumer Price Index,1949,March,Base November 1996=100,Base = 100,
Consumer Price Index,1949,March,Base December 2001=100,Base = 100,
Consumer Price Index,1949,March,Base December 2006=100,Base = 100,
Consumer Price Index,1949,March,Base December 2011=100,Base = 100,
Consumer Price Index,1949,March,Base December 2016=100,Base = 100,
Consumer Price Index,1949,March,Base December 2023=100,Base = 100,
Consumer Price Index,1949,April,Base July 1914=100,Base = 100,316
Consumer Price Index,1949,April,Base August 1947=100,Base = 100,99
Consumer Price Index,1949,April,Base August 1953=100,Base = 100,
Consumer Price Index,1949,April,Base November 1968=100,Base = 100,
Consumer Price Index,1949,April,Base November 1975=100,Base = 100,
Consumer Price Index,1949,April,Base November 1982=100,Base = 100,
Consumer Price Index,1949,April,Base November 1989=100,Base = 100,
Consumer Price Index,1949,April,Base November 1996=100,Base = 100,
Consumer Price Index,1949,April,Base December 2001=100,Base = 100,
Consumer Price Index,1949,April,Base December 2006=100,Base = 100,
Consumer Price Index,1949,April,Base December 2011=100,Base = 100,
Consumer Price Index,1949,April,Base December 2016=100,Base = 100,
Consumer Price Index,1949,April,Base December 2023=100,Base = 100,
Consumer Price Index,1949,May,Base July 1914=100,Base = 100,316
Consumer Price Index,1949,May,Base August 1947=100,Base = 100,99
Consumer Price Index,1949,May,Base August 1953=100,Base = 100,
Consumer Price Index,1949,May,Base November 1968=100,Base = 100,
Consumer Price Index,1949,May,Base November 1975=100,Base = 100,
